Dependency=Geometry Building Type FPL	Dependency=Vintage FPL	Dependency=Location EPW	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+	Counts
Single-Family Attached	1960-79s	USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	0.254993401	0.3431524	0.201135983	0.200718216	11903.56173
Single-Family Attached	1980-99s	USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	0.289701637	0.248082648	0.232422311	0.229793404	9835.167734
Single-Family Attached	2000-09s	USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	0.301458174	0.251003518	0.226435953	0.221102356	3175.719181
Single-Family Attached	<1940	USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	0.276646912	0.237810677	0.247731734	0.237810677	695.6788502
Single-Family Attached	2010s	USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	0.245776753	0.263670025	0.245276611	0.245276611	452.3004326
Single-Family Attached	1940-59s	USA_CA_Arcata.AP.725945_TMY3.epw	0.521172451	0.206652401	0.122982586	0.149192561	860.8849622
Single-Family Attached	1960-79s	USA_CA_Arcata.AP.725945_TMY3.epw	0.536387472	0.324837335	0.078931236	0.059843957	1419.361163
Single-Family Attached	1980-99s	USA_CA_Arcata.AP.725945_TMY3.epw	0.545302672	0.321557407	0.076622406	0.056517515	1557.725969
Single-Family Attached	2000-09s	USA_CA_Arcata.AP.725945_TMY3.epw	0.5594834	0.228174803	0.140574722	0.071767076	599.1749527
Single-Family Attached	<1940	USA_CA_Arcata.AP.725945_TMY3.epw	0.483174653	0.140447422	0.235930504	0.140447422	387.2922834
Single-Family Attached	2010s	USA_CA_Arcata.AP.725945_TMY3.epw	0.246586218	0.265157744	0.244128019	0.244128019	27.94673455
Single-Family Attached	1940-59s	USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	0.31125218	0.243163527	0.220283314	0.22530098	1603.429533
Single-Family Attached	1960-79s	USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	0.304667374	0.284062974	0.208943278	0.202326373	2865.889203
Single-Family Attached	1980-99s	USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	0.31899491	0.30564577	0.190238209	0.18512111	2332.600051
Single-Family Attached	2000-09s	USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	0.32657363	0.261956448	0.212860499	0.198609424	764.8910219
Single-Family Attached	<1940	USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	0.321670467	0.221704806	0.234919922	0.221704806	697.9649887
Single-Family Attached	2010s	USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	0.214334319	0.362756472	0.211454604	0.211454604	99.00214201
Single-Family Attached	1940-59s	USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	0.254115871	0.249005976	0.248361235	0.248516918	2284.217515
Single-Family Attached	1960-79s	USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	0.478290739	0.162179187	0.210938412	0.148591662	8244.994839
Single-Family Attached	1980-99s	USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	0.425573673	0.246366494	0.16402947	0.164030364	7513.614969
Single-Family Attached	2000-09s	USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	0.250036443	0.250281884	0.24984118	0.249840492	2802.539972
Single-Family Attached	<1940	USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	0.250668223	0.249773481	0.249784815	0.249773481	876.9144372
Single-Family Attached	2010s	USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	0.250041685	0.25005162	0.249953347	0.249953347	395.9105993
Single-Family Attached	1940-59s	USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	0.362368075	0.23066172	0.197389128	0.209581077	2140.040781
Single-Family Attached	1960-79s	USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	0.357629989	0.300720333	0.174849076	0.166800601	5145.316686
Single-Family Attached	1980-99s	USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	0.371529341	0.355810343	0.140683732	0.131976584	5184.904891
Single-Family Attached	2000-09s	USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	0.40020526	0.290923665	0.161524376	0.147346699	2419.792228
Single-Family Attached	<1940	USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	0.366164358	0.188077062	0.257681518	0.188077062	625.9906219
Single-Family Attached	2010s	USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	0.240743312	0.279045521	0.240105584	0.240105584	116.3594667
Single-Family Attached	1940-59s	USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	0.302266129	0.261784722	0.208076888	0.227872261	31263.69153
Single-Family Attached	1960-79s	USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	0.363544828	0.298390811	0.157044667	0.181019695	85275.08173
Single-Family Attached	1980-99s	USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	0.464478763	0.27606829	0.129727836	0.129725111	80569.31392
Single-Family Attached	2000-09s	USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	0.231217655	0.438365329	0.165215667	0.165201349	20506.24978
Single-Family Attached	<1940	USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	0.349301022	0.216887719	0.216923539	0.216887719	12836.92452
Single-Family Attached	2010s	USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	0.297996096	0.309435193	0.196284356	0.196284356	3175.657766
Single-Family Attached	1940-59s	USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	0.329726158	0.265262387	0.188712678	0.216298777	28604.33241
Single-Family Attached	1960-79s	USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	0.363610251	0.292884727	0.158480562	0.185024459	40874.23502
Single-Family Attached	1980-99s	USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	0.466155994	0.264954907	0.134476125	0.134412974	40660.96151
Single-Family Attached	2000-09s	USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	0.244139927	0.441990759	0.156983179	0.156886135	11836.19005
Single-Family Attached	<1940	USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	0.340736775	0.219754314	0.219754598	0.219754314	31005.76988
Single-Family Attached	2010s	USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	0.276702026	0.285623526	0.218837224	0.218837224	1679.606364
Single-Family Attached	1940-59s	USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	0.385811038	0.228431872	0.187437754	0.198319335	9615.540363
Single-Family Attached	1960-79s	USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	0.377733474	0.283130601	0.17348371	0.165652215	33246.85538
Single-Family Attached	1980-99s	USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	0.393052981	0.259680255	0.178644328	0.168622436	25282.59548
Single-Family Attached	2000-09s	USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	0.291587232	0.40747501	0.157764876	0.143172882	7589.286981
Single-Family Attached	<1940	USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	0.397163401	0.175904972	0.251026656	0.175904972	4143.846871
Single-Family Attached	2010s	USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	0.233372098	0.305480872	0.230573515	0.230573515	687.1590774
Single-Family Attached	1940-59s	USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw	0.534865144	0.207695627	0.111328166	0.146111063	10943.21409
Single-Family Attached	1960-79s	USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw	0.466967041	0.42274149	0.071374069	0.038917401	37432.97067
Single-Family Attached	1980-99s	USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw	0.532212938	0.328843175	0.088453135	0.050490752	42680.50966
Single-Family Attached	2000-09s	USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw	0.47283614	0.32460087	0.138438556	0.064124434	15353.21349
Single-Family Attached	<1940	USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw	0.507736852	0.120491976	0.251279197	0.120491976	3896.875618
Single-Family Attached	2010s	USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw	0.157517387	0.563273826	0.139604393	0.139604393	1320.815145
Single-Family Attached	1940-59s	USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw	0.304168595	0.193187655	0.293958551	0.208685199	37037.72836
Single-Family Attached	1960-79s	USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw	0.409416695	0.396335153	0.106499052	0.0877491	76445.44831
Single-Family Attached	1980-99s	USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw	0.48688234	0.346035028	0.102650097	0.064432534	73253.65999
Single-Family Attached	2000-09s	USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw	0.325925678	0.419081954	0.145331659	0.10966071	23675.01969
Single-Family Attached	<1940	USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw	0.287461149	0.228824192	0.254890467	0.228824192	29563.86755
Single-Family Attached	2010s	USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw	0.212923681	0.374394298	0.20634101	0.20634101	3422.009836
Single-Family Attached	1940-59s	USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw	0.550033826	0.310324746	0.06893259	0.070708838	1193.567058
Single-Family Attached	1960-79s	USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw	0.453923621	0.454310904	0.064303608	0.027461867	5077.208783
Single-Family Attached	1980-99s	USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw	0.534368088	0.329998327	0.0828835	0.052750085	5713.538917
Single-Family Attached	2000-09s	USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw	0.506685032	0.345188853	0.092807711	0.055318403	1462.827229
Single-Family Attached	<1940	USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw	0.518187282	0.14102385	0.199765018	0.14102385	994.732024
Single-Family Attached	2010s	USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw	0.117574299	0.670401478	0.106012111	0.106012111	132.6325999
Single-Family Attached	1940-59s	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	0.505760171	0.290051404	0.101013059	0.103175367	228.2056878
Single-Family Attached	1960-79s	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	0.489637487	0.3962195	0.06538747	0.048755543	613.9015779
Single-Family Attached	1980-99s	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	0.507570392	0.307830524	0.119373179	0.065225905	802.3106918
Single-Family Attached	2000-09s	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	0.48719345	0.352089504	0.100980507	0.05973654	874.3878078
Single-Family Attached	<1940	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	0.393850885	0.154846006	0.296457104	0.154846006	261.6899158
Single-Family Attached	2010s	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	0.155381312	0.538207495	0.153205596	0.153205596	10.52656613
Single-Family Attached	1940-59s	USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw	0.396871258	0.308675283	0.146871102	0.147582356	6310.278217
Single-Family Attached	1960-79s	USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw	0.268604034	0.238219527	0.282249194	0.210927245	24315.48271
Single-Family Attached	1980-99s	USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw	0.357424996	0.193096363	0.258665202	0.19081344	32909.12866
Single-Family Attached	2000-09s	USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw	0.242428443	0.22131277	0.385393555	0.150865231	20296.50622
Single-Family Attached	<1940	USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw	0.327057536	0.219979021	0.232984423	0.219979021	6820.854448
Single-Family Attached	2010s	USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw	0.233792611	0.30352457	0.231341409	0.231341409	1485.633088
Single-Family Attached	1940-59s	USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw	0.267422117	0.267961637	0.232300768	0.232315478	782.2294605
Single-Family Attached	1960-79s	USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw	0.25556517	0.225123117	0.273452415	0.245859298	6101.771699
Single-Family Attached	1980-99s	USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw	0.280347567	0.265069296	0.240539868	0.214043269	13405.91337
Single-Family Attached	2000-09s	USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw	0.194637288	0.295705902	0.316836066	0.192820744	9044.507652
Single-Family Attached	<1940	USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw	0.270611743	0.240354393	0.248679471	0.240354393	456.8656627
Single-Family Attached	2010s	USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw	0.249987569	0.250063432	0.2499745	0.2499745	1098.72782
Single-Family Attached	1940-59s	USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw	0.518423657	0.198373221	0.12432035	0.158882772	111.5078586
Single-Family Attached	1960-79s	USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw	0.431843879	0.426869568	0.088029105	0.053257448	1418.711666
Single-Family Attached	1980-99s	USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw	0.536161523	0.342909437	0.094277429	0.026651612	4564.780463
Single-Family Attached	2000-09s	USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw	0.477934481	0.382477338	0.086933108	0.052655073	2548.280762
Single-Family Attached	<1940	USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw	0.538476374	0.103881399	0.253760828	0.103881399	197.2824683
Single-Family Attached	2010s	USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw	0.068926322	0.830372102	0.050350788	0.050350788	37.37804844
Single-Family Attached	1940-59s	USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw	0.473933138	0.213317785	0.135851404	0.176897673	178.7500353
Single-Family Attached	1960-79s	USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw	0.470554165	0.410950512	0.078702555	0.039792768	723.7464505
Single-Family Attached	1980-99s	USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw	0.50589073	0.37329568	0.077085956	0.043727634	1535.992647
Single-Family Attached	2000-09s	USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw	0.53753835	0.331943183	0.084906239	0.045612228	1418.560138
Single-Family Attached	<1940	USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw	0.599544822	0.072892194	0.25467079	0.072892194	61.38220315
Single-Family Attached	2010s	USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw	0.194865057	0.457264591	0.173935176	0.173935176	40.4149603
Single-Family Attached	1940-59s	USA_CO_Pueblo.Mem.AP.724640_TMY3.epw	0.506920779	0.256826976	0.109367916	0.126884329	325.5147441
Single-Family Attached	1960-79s	USA_CO_Pueblo.Mem.AP.724640_TMY3.epw	0.576093725	0.355218613	0.04383977	0.024847892	602.3704671
Single-Family Attached	1980-99s	USA_CO_Pueblo.Mem.AP.724640_TMY3.epw	0.553115595	0.295217825	0.093690243	0.057976337	1030.919057
Single-Family Attached	2000-09s	USA_CO_Pueblo.Mem.AP.724640_TMY3.epw	0.510945998	0.330552499	0.100787162	0.05771434	682.6849706
Single-Family Attached	<1940	USA_CO_Pueblo.Mem.AP.724640_TMY3.epw	0.621536577	0.0821041	0.214255222	0.0821041	177.9310374
Single-Family Attached	2010s	USA_CO_Pueblo.Mem.AP.724640_TMY3.epw	0.245718091	0.264276609	0.24500265	0.24500265	5.783026401
Single-Family Attached	1940-59s	USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw	0.325388332	0.23197034	0.215645705	0.226995623	6721.787605
Single-Family Attached	1960-79s	USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw	0.380570119	0.26819638	0.175649652	0.17558385	17442.1972
Single-Family Attached	1980-99s	USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw	0.313055707	0.381111518	0.159236101	0.146596674	29943.03966
Single-Family Attached	2000-09s	USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw	0.320397343	0.334040073	0.169844892	0.175717692	10163.77903
Single-Family Attached	<1940	USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw	0.307380616	0.259961881	0.222156259	0.210501244	5740.529242
Single-Family Attached	2010s	USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw	0.235041161	0.299430502	0.233226823	0.232301514	976.9569931
Single-Family Attached	1940-59s	USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw	0.266525334	0.249326622	0.242074022	0.242074022	5188.273074
Single-Family Attached	1960-79s	USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw	0.366318515	0.22563049	0.198685651	0.209365343	10632.73467
Single-Family Attached	1980-99s	USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw	0.441389796	0.203777641	0.186291532	0.16854103	16805.52193
Single-Family Attached	2000-09s	USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw	0.257350952	0.268730254	0.270985363	0.202933431	5135.442754
Single-Family Attached	<1940	USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw	0.248899194	0.288093336	0.231376684	0.231630787	6438.657134
Single-Family Attached	2010s	USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw	0.239698198	0.238795081	0.282711641	0.238795081	370.1998993
Single-Family Attached	1940-59s	USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw	0.473998545	0.342952801	0.093375491	0.089673163	10386.45575
Single-Family Attached	1960-79s	USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw	0.495944305	0.270178095	0.144320495	0.089557105	10354.43562
Single-Family Attached	1980-99s	USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw	0.430178842	0.425534721	0.103191605	0.041094832	21555.06678
Single-Family Attached	2000-09s	USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw	0.248786441	0.410210612	0.230243699	0.110759247	11605.71173
Single-Family Attached	<1940	USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw	0.538745578	0.253320687	0.108354985	0.09957875	20626.74982
Single-Family Attached	2010s	USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw	0.179025449	0.450746759	0.193298543	0.176929249	1797.626435
Single-Family Attached	1940-59s	USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw	0.27837823	0.248443225	0.238134344	0.235044201	574.5065738
Single-Family Attached	1960-79s	USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw	0.358229269	0.244982416	0.199482432	0.197305884	2974.528658
Single-Family Attached	1980-99s	USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw	0.391736552	0.318732667	0.148659806	0.140870975	8914.919738
Single-Family Attached	2000-09s	USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw	0.316364001	0.354058859	0.16059698	0.168980161	3719.771366
Single-Family Attached	<1940	USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw	0.269111659	0.252842287	0.239023027	0.239023027	182.9803073
Single-Family Attached	2010s	USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw	0.220871536	0.228593461	0.364224232	0.186310771	170.1301252
Single-Family Attached	1940-59s	USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.354207146	0.230279352	0.208799158	0.206714344	1528.286859
Single-Family Attached	1960-79s	USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.440117252	0.22227524	0.171533994	0.166073515	4561.739742
Single-Family Attached	1980-99s	USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.395533175	0.316793399	0.14706551	0.140607916	11963.33444
Single-Family Attached	2000-09s	USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.312853488	0.297671053	0.195220016	0.194255443	10883.67467
Single-Family Attached	<1940	USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.260298581	0.295963147	0.221869136	0.221869136	494.0655931
Single-Family Attached	2010s	USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.244097653	0.256124048	0.256708792	0.243069507	1017.038425
Single-Family Attached	1940-59s	USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.757422279	0.109421725	0.066585606	0.06657039	268.546785
Single-Family Attached	1960-79s	USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.634943492	0.260984801	0.060350668	0.043721038	552.6321178
Single-Family Attached	1980-99s	USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.600210205	0.365478372	0.027420524	0.006890899	596.2341059
Single-Family Attached	2000-09s	USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.431931978	0.470909699	0.049816943	0.04734138	323.2401117
Single-Family Attached	<1940	USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.3570425	0.225747673	0.208604914	0.208604914	84.82682674
Single-Family Attached	2010s	USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.3605622	0.1947622	0.367758823	0.076916777	43.51905114
Single-Family Attached	1940-59s	USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.425765269	0.21080557	0.181716003	0.181713158	14057.06369
Single-Family Attached	1960-79s	USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.52073848	0.381119487	0.049323929	0.048818104	39970.42067
Single-Family Attached	1980-99s	USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.621059532	0.184969146	0.123453265	0.070518058	66562.79067
Single-Family Attached	2000-09s	USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.301903259	0.271274654	0.213901534	0.212920553	32315.39287
Single-Family Attached	<1940	USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.223774592	0.329056539	0.223584434	0.223584434	2846.741354
Single-Family Attached	2010s	USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.190295855	0.422164256	0.198554176	0.188985713	1915.506882
Single-Family Attached	1940-59s	USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.404778085	0.244063933	0.178346118	0.172811863	7013.004727
Single-Family Attached	1960-79s	USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.430532346	0.229614166	0.172395933	0.167457555	32023.7021
Single-Family Attached	1980-99s	USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.403696009	0.283558422	0.158756357	0.153989212	67333.41818
Single-Family Attached	2000-09s	USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.236970992	0.411246708	0.176438277	0.175344023	46515.67512
Single-Family Attached	<1940	USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.386757119	0.208998085	0.202122398	0.202122398	2329.417857
Single-Family Attached	2010s	USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.242605376	0.246705494	0.278865229	0.231823901	5398.739279
Single-Family Attached	1940-59s	USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw	0.57176872	0.243265102	0.098346885	0.086619293	1227.513047
