Dependency=clothes_dryer,Dependency=cooking_range,Dependency=geometry_building_type_recs,Dependency=geometry_unit_cfa_bin,Dependency=hvac_cooling_type,Dependency=vintage,Dependency=water_heater_fuel_type,100,101-124,125,126-199,200,201+,<100
electricity,non-electricity,single-family attached,2000-2499,none,1960s,non-electricity,0.62379,0.006107,0.083958,0.034017,0.218746,0.018939,0.014443
electricity,non-electricity,single-family attached,2000-2499,none,1970s,electricity,0.137341,0.006812,0.024294,0.037948,0.746045,0.031448,0.016112
electricity,non-electricity,single-family attached,2000-2499,none,1970s,non-electricity,0.621368,0.006083,0.042834,0.033885,0.262577,0.018866,0.014387
electricity,non-electricity,single-family attached,2000-2499,none,1980s,electricity,0.212144,0.009105,0.094489,0.050718,0.56998,0.042031,0.021534
electricity,non-electricity,single-family attached,2000-2499,none,1980s,non-electricity,0.673607,0.005706,0.116922,0.031783,0.140792,0.017696,0.013495
electricity,non-electricity,single-family attached,2000-2499,none,1990s,electricity,0.092825,0.004604,0.040416,0.025648,0.804362,0.021255,0.01089
electricity,non-electricity,single-family attached,2000-2499,none,1990s,non-electricity,0.509781,0.00499,0.086499,0.0278,0.343648,0.015478,0.011803
electricity,non-electricity,single-family attached,2000-2499,none,2000s,electricity,0.056164,0.002786,0.024454,0.015519,0.881628,0.012861,0.006589
electricity,non-electricity,single-family attached,2000-2499,none,2000s,non-electricity,0.398619,0.003902,0.067637,0.021738,0.486771,0.012103,0.009229
electricity,non-electricity,single-family attached,2000-2499,none,2010s,electricity,0.064118,0.00318,0.027917,0.017716,0.864864,0.014682,0.007522
electricity,non-electricity,single-family attached,2000-2499,none,2010s,non-electricity,0.426229,0.004173,0.072322,0.023244,0.451223,0.012941,0.009869
electricity,non-electricity,single-family attached,2000-2499,none,<1940,electricity,0.050431,0.003316,0.029109,0.018473,0.875519,0.015309,0.007843
electricity,non-electricity,single-family attached,2000-2499,none,<1940,non-electricity,0.36607,0.004751,0.082345,0.026465,0.494398,0.014735,0.011236
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,1940s,electricity,0.086633,0.004818,0.031396,0.048499,0.799067,0.018192,0.011395
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,1940s,non-electricity,0.491636,0.005396,0.069433,0.054319,0.352764,0.013689,0.012763
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,1950s,electricity,0.096483,0.005568,0.039701,0.056045,0.768013,0.021023,0.013168
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,1950s,non-electricity,0.509824,0.005806,0.081754,0.058449,0.315705,0.014729,0.013733
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,1960s,electricity,0.194489,0.007355,0.030832,0.074038,0.648119,0.027772,0.017395
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,1960s,non-electricity,0.680494,0.005079,0.04204,0.051127,0.196363,0.012884,0.012012
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,1970s,electricity,0.161243,0.006098,0.013092,0.061382,0.72074,0.023024,0.014422
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,1970s,non-electricity,0.667311,0.004981,0.021115,0.050136,0.232043,0.012635,0.01178
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,1980s,electricity,0.251362,0.008225,0.051389,0.082793,0.555724,0.031056,0.019452
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,1980s,non-electricity,0.738126,0.004767,0.058808,0.047983,0.12695,0.012092,0.011274
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,1990s,electricity,0.111345,0.004211,0.022253,0.042387,0.793947,0.015899,0.009959
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,1990s,non-electricity,0.570851,0.004261,0.04446,0.042889,0.316654,0.010808,0.010077
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,2000s,electricity,0.060062,0.002271,0.012004,0.022864,0.88885,0.008576,0.005372
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,2000s,non-electricity,0.425837,0.003178,0.033166,0.031994,0.490245,0.008063,0.007517
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,2010s,electricity,0.077207,0.00292,0.01543,0.029391,0.857123,0.011025,0.006906
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,2010s,non-electricity,0.483414,0.003608,0.03765,0.03632,0.421322,0.009153,0.008533
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,<1940,electricity,0.060926,0.003054,0.016142,0.030747,0.870372,0.011533,0.007224
electricity,non-electricity,single-family attached,2000-2499,room air conditioner,<1940,non-electricity,0.421481,0.00417,0.043518,0.041981,0.468406,0.010579,0.009864
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,1940s,electricity,0.032468,0.001806,0.009722,0.021395,0.923521,0.006818,0.004271
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,1940s,non-electricity,0.283746,0.003114,0.033111,0.036902,0.627861,0.0079,0.007366
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,1950s,electricity,0.03706,0.002139,0.0126,0.025339,0.90973,0.008075,0.005058
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,1950s,non-electricity,0.308232,0.00351,0.04084,0.041595,0.588616,0.008905,0.008303
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,1960s,electricity,0.082469,0.003119,0.010802,0.036953,0.847505,0.011776,0.007376
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,1960s,non-electricity,0.482298,0.0036,0.024619,0.042652,0.429185,0.009132,0.008514
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,1970s,electricity,0.064227,0.002429,0.004309,0.028779,0.88534,0.009171,0.005745
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,1970s,non-electricity,0.448235,0.003345,0.011719,0.03964,0.480662,0.008487,0.007912
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,1980s,electricity,0.116168,0.003801,0.019623,0.045038,0.792027,0.014352,0.00899
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,1980s,non-electricity,0.584504,0.003775,0.038478,0.044725,0.310016,0.009575,0.008928
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,1990s,electricity,0.041889,0.001584,0.006917,0.01877,0.921112,0.005981,0.003747
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,1990s,non-electricity,0.343942,0.002567,0.022133,0.030417,0.588357,0.006512,0.006071
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,2000s,electricity,0.021044,0.000796,0.003475,0.009429,0.960369,0.003005,0.001882
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,2000s,non-electricity,0.210655,0.001572,0.013556,0.018629,0.747881,0.003988,0.003719
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,2010s,electricity,0.027754,0.00105,0.004583,0.012436,0.947732,0.003963,0.002482
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,2010s,non-electricity,0.258336,0.001928,0.016624,0.022846,0.690813,0.004891,0.00456
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,<1940,electricity,0.021633,0.001085,0.004736,0.012851,0.953036,0.004095,0.002565
electricity,non-electricity,single-family attached,2500-2999,central air conditioner,<1940,non-electricity,0.213305,0.002111,0.018197,0.025008,0.731033,0.005354,0.004992
electricity,non-electricity,single-family attached,2500-2999,heat pump,1940s,electricity,0.034638,0.002511,0.013896,0.005619,0.920782,0.016615,0.005939
electricity,non-electricity,single-family attached,2500-2999,heat pump,1940s,non-electricity,0.296901,0.004248,0.046419,0.009506,0.613994,0.018884,0.010047
electricity,non-electricity,single-family attached,2500-2999,heat pump,1950s,electricity,0.0395,0.002971,0.017993,0.006649,0.906199,0.019661,0.007027
electricity,non-electricity,single-family attached,2500-2999,heat pump,1950s,non-electricity,0.321396,0.004771,0.057054,0.010678,0.573604,0.021212,0.011285
electricity,non-electricity,single-family attached,2500-2999,heat pump,1960s,electricity,0.087856,0.004331,0.015418,0.009692,0.843802,0.028658,0.010243
electricity,non-electricity,single-family attached,2500-2999,heat pump,1960s,non-electricity,0.500546,0.00487,0.034233,0.010898,0.416285,0.02165,0.011518
electricity,non-electricity,single-family attached,2500-2999,heat pump,1970s,electricity,0.06861,0.003382,0.006167,0.007569,0.883892,0.02238,0.007999
electricity,non-electricity,single-family attached,2500-2999,heat pump,1970s,non-electricity,0.468387,0.004557,0.016407,0.010198,0.469415,0.020259,0.010778
electricity,non-electricity,single-family attached,2500-2999,heat pump,1980s,electricity,0.152818,0.005075,0.026931,0.011358,0.758229,0.033584,0.012004
electricity,non-electricity,single-family attached,2500-2999,heat pump,1980s,non-electricity,0.657665,0.004311,0.045168,0.009647,0.253848,0.019165,0.010196
electricity,non-electricity,single-family attached,2500-2999,heat pump,1990s,electricity,0.044694,0.002203,0.009888,0.004931,0.918495,0.014579,0.005211
electricity,non-electricity,single-family attached,2500-2999,heat pump,1990s,non-electricity,0.359362,0.003496,0.030984,0.007824,0.574521,0.015543,0.008269
electricity,non-electricity,single-family attached,2500-2999,heat pump,2000s,electricity,0.022484,0.001108,0.004974,0.00248,0.958997,0.007334,0.002621
electricity,non-electricity,single-family attached,2500-2999,heat pump,2000s,non-electricity,0.222123,0.002161,0.019151,0.004836,0.73701,0.009607,0.005111
electricity,non-electricity,single-family attached,2500-2999,heat pump,2010s,electricity,0.029639,0.001461,0.006557,0.00327,0.945949,0.009668,0.003456
electricity,non-electricity,single-family attached,2500-2999,heat pump,2010s,non-electricity,0.271458,0.002641,0.023405,0.00591,0.678598,0.011741,0.006247
electricity,non-electricity,single-family attached,2500-2999,heat pump,<1940,electricity,0.023113,0.00151,0.006779,0.00338,0.951649,0.009995,0.003573
electricity,non-electricity,single-family attached,2500-2999,heat pump,<1940,non-electricity,0.224875,0.0029,0.025704,0.006491,0.720276,0.012894,0.00686
electricity,non-electricity,single-family attached,2500-2999,none,1940s,electricity,0.030286,0.002209,0.023912,0.012306,0.915863,0.010198,0.005225
electricity,non-electricity,single-family attached,2500-2999,none,1940s,non-electricity,0.260862,0.003755,0.080263,0.02092,0.61367,0.011647,0.008882
electricity,non-electricity,single-family attached,2500-2999,none,1950s,electricity,0.034459,0.002608,0.030891,0.014529,0.899304,0.01204,0.006169
electricity,non-electricity,single-family attached,2500-2999,none,1950s,non-electricity,0.280946,0.004197,0.098151,0.023378,0.570386,0.013016,0.009926
electricity,non-electricity,single-family attached,2500-2999,none,1960s,electricity,0.077261,0.003832,0.026684,0.021348,0.84412,0.017691,0.009064
electricity,non-electricity,single-family attached,2500-2999,none,1960s,non-electricity,0.454857,0.004453,0.061221,0.024805,0.430323,0.01381,0.010532
electricity,non-electricity,single-family attached,2500-2999,none,1970s,electricity,0.060591,0.003005,0.010718,0.016742,0.887961,0.013874,0.007108
electricity,non-electricity,single-family attached,2500-2999,none,1970s,non-electricity,0.42977,0.004207,0.029626,0.023437,0.489961,0.013049,0.009951
electricity,non-electricity,single-family attached,2500-2999,none,1980s,electricity,0.107811,0.004627,0.048019,0.025775,0.781465,0.02136,0.010943
electricity,non-electricity,single-family attached,2500-2999,none,1980s,non-electricity,0.543651,0.004605,0.094365,0.025652,0.306555,0.014282,0.010891
electricity,non-electricity,single-family attached,2500-2999,none,1990s,electricity,0.039238,0.001946,0.017084,0.010842,0.917301,0.008985,0.004603
electricity,non-electricity,single-family attached,2500-2999,none,1990s,non-electricity,0.321941,0.003152,0.054626,0.017556,0.585495,0.009775,0.007454
electricity,non-electricity,single-family attached,2500-2999,none,2000s,electricity,0.022494,0.001116,0.009794,0.006215,0.952592,0.005151,0.002639
electricity,non-electricity,single-family attached,2500-2999,none,2000s,non-electricity,0.218247,0.002137,0.037032,0.011902,0.719003,0.006626,0.005053
electricity,non-electricity,single-family attached,2500-2999,none,2010s,electricity,0.026032,0.001291,0.011334,0.007193,0.945135,0.005961,0.003054
electricity,non-electricity,single-family attached,2500-2999,none,2010s,non-electricity,0.242095,0.00237,0.041078,0.013202,0.688299,0.00735,0.005605
electricity,non-electricity,single-family attached,2500-2999,none,<1940,electricity,0.020282,0.001334,0.011707,0.007429,0.949937,0.006157,0.003154
electricity,non-electricity,single-family attached,2500-2999,none,<1940,non-electricity,0.199015,0.002583,0.044767,0.014388,0.725128,0.008011,0.006109
electricity,non-electricity,single-family attached,2500-2999,room air conditioner,1940s,electricity,0.036761,0.002044,0.013322,0.020579,0.914739,0.007719,0.004835
electricity,non-electricity,single-family attached,2500-2999,room air conditioner,1940s,non-electricity,0.307477,0.003375,0.043425,0.033972,0.595208,0.008561,0.007982
electricity,non-electricity,single-family attached,2500-2999,room air conditioner,1950s,electricity,0.041877,0.002416,0.017232,0.024326,0.899309,0.009125,0.005715
electricity,non-electricity,single-family attached,2500-2999,room air conditioner,1950s,non-electricity,0.331913,0.00378,0.053225,0.038052,0.5545,0.009589,0.008941
electricity,non-electricity,single-family attached,2500-2999,room air conditioner,1960s,electricity,0.092596,0.003502,0.014679,0.035249,0.83247,0.013222,0.008282
electricity,non-electricity,single-family attached,2500-2999,room air conditioner,1960s,non-electricity,0.510348,0.003809,0.031529,0.038343,0.3973,0.009663,0.009009
