Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Location Region	Dependency=Geometry Foundation Type	Option=Uninsulated	Option=Ceiling R-13	Option=Ceiling R-19	Option=None	sampling_probability
Multi-Family with 5+ Units	1970s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000690
Mobile Home	1970s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1980s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.001763
Single-Family Attached	1980s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000173
Multi-Family with 2 - 4 Units	1980s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000273
Multi-Family with 5+ Units	1980s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000605
Mobile Home	1980s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1990s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.001851
Single-Family Attached	1990s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000182
Multi-Family with 2 - 4 Units	1990s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000286
Multi-Family with 5+ Units	1990s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000635
Mobile Home	1990s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	2000s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.001887
Single-Family Attached	2000s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000186
Multi-Family with 2 - 4 Units	2000s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000292
Multi-Family with 5+ Units	2000s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000647
Mobile Home	2000s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	2010s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000429
Single-Family Attached	2010s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000042
Multi-Family with 2 - 4 Units	2010s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000066
Multi-Family with 5+ Units	2010s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000147
Mobile Home	2010s	CR02	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	<1940	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.001497
Single-Family Attached	<1940	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000147
Multi-Family with 2 - 4 Units	<1940	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000232
Multi-Family with 5+ Units	<1940	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000513
Mobile Home	<1940	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1940s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000599
Single-Family Attached	1940s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000059
Multi-Family with 2 - 4 Units	1940s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000093
Multi-Family with 5+ Units	1940s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000206
Mobile Home	1940s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1950s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.001264
Single-Family Attached	1950s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000124
Multi-Family with 2 - 4 Units	1950s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000196
Multi-Family with 5+ Units	1950s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000433
Mobile Home	1950s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1960s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.001279
Single-Family Attached	1960s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000126
Multi-Family with 2 - 4 Units	1960s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000198
Multi-Family with 5+ Units	1960s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000439
Mobile Home	1960s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1970s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.001826
Single-Family Attached	1970s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000180
Multi-Family with 2 - 4 Units	1970s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000283
Multi-Family with 5+ Units	1970s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000626
Mobile Home	1970s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1980s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.001601
Single-Family Attached	1980s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000157
Multi-Family with 2 - 4 Units	1980s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000248
Multi-Family with 5+ Units	1980s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000549
Mobile Home	1980s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1990s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.001681
Single-Family Attached	1990s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000165
Multi-Family with 2 - 4 Units	1990s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000260
Multi-Family with 5+ Units	1990s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000576
Mobile Home	1990s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	2000s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.001713
Single-Family Attached	2000s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000168
Multi-Family with 2 - 4 Units	2000s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000265
Multi-Family with 5+ Units	2000s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000588
Mobile Home	2000s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	2010s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000389
Single-Family Attached	2010s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000038
Multi-Family with 2 - 4 Units	2010s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000060
Multi-Family with 5+ Units	2010s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000134
Mobile Home	2010s	CR03	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	<1940	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.004128
Single-Family Attached	<1940	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000406
Multi-Family with 2 - 4 Units	<1940	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000639
Multi-Family with 5+ Units	<1940	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.001416
Mobile Home	<1940	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1940s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.001653
Single-Family Attached	1940s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000163
Multi-Family with 2 - 4 Units	1940s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000256
Multi-Family with 5+ Units	1940s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000567
Mobile Home	1940s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1950s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.003485
Single-Family Attached	1950s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000343
Multi-Family with 2 - 4 Units	1950s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000539
Multi-Family with 5+ Units	1950s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.001195
Mobile Home	1950s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1960s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.003526
Single-Family Attached	1960s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000347
Multi-Family with 2 - 4 Units	1960s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000546
Multi-Family with 5+ Units	1960s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.001209
Mobile Home	1960s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1970s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.005035
Single-Family Attached	1970s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000495
Multi-Family with 2 - 4 Units	1970s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000779
Multi-Family with 5+ Units	1970s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.001727
Mobile Home	1970s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1980s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.004414
Single-Family Attached	1980s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000434
Multi-Family with 2 - 4 Units	1980s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000683
Multi-Family with 5+ Units	1980s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.001514
Mobile Home	1980s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1990s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.004634
Single-Family Attached	1990s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000456
Multi-Family with 2 - 4 Units	1990s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000717
Multi-Family with 5+ Units	1990s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.001589
Mobile Home	1990s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	2000s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.004724
Single-Family Attached	2000s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000465
Multi-Family with 2 - 4 Units	2000s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000731
Multi-Family with 5+ Units	2000s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.001620
Mobile Home	2000s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	2010s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.001074
Single-Family Attached	2010s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000106
Multi-Family with 2 - 4 Units	2010s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000166
Multi-Family with 5+ Units	2010s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000368
Mobile Home	2010s	CR04	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	<1940	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.001101
Single-Family Attached	<1940	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000108
Multi-Family with 2 - 4 Units	<1940	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000170
Multi-Family with 5+ Units	<1940	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000377
Mobile Home	<1940	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1940s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000441
Single-Family Attached	1940s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000043
Multi-Family with 2 - 4 Units	1940s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000068
Multi-Family with 5+ Units	1940s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000151
Mobile Home	1940s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1950s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000929
Single-Family Attached	1950s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000091
Multi-Family with 2 - 4 Units	1950s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000144
Multi-Family with 5+ Units	1950s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000319
Mobile Home	1950s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1960s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000940
Single-Family Attached	1960s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000092
Multi-Family with 2 - 4 Units	1960s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000145
Multi-Family with 5+ Units	1960s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000322
Mobile Home	1960s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1970s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.001342
Single-Family Attached	1970s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000132
Multi-Family with 2 - 4 Units	1970s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000208
Multi-Family with 5+ Units	1970s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000460
Mobile Home	1970s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1980s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.001177
Single-Family Attached	1980s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000116
Multi-Family with 2 - 4 Units	1980s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000182
Multi-Family with 5+ Units	1980s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000404
Mobile Home	1980s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1990s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.001236
Single-Family Attached	1990s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000122
Multi-Family with 2 - 4 Units	1990s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000191
Multi-Family with 5+ Units	1990s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000424
Mobile Home	1990s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	2000s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.001259
Single-Family Attached	2000s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000124
Multi-Family with 2 - 4 Units	2000s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000195
Multi-Family with 5+ Units	2000s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000432
Mobile Home	2000s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	2010s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000286
Single-Family Attached	2010s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000028
Multi-Family with 2 - 4 Units	2010s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000044
Multi-Family with 5+ Units	2010s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000098
Mobile Home	2010s	CR05	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	<1940	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.001082
Single-Family Attached	<1940	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000106
Multi-Family with 2 - 4 Units	<1940	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000167
Multi-Family with 5+ Units	<1940	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000371
Mobile Home	<1940	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1940s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000433
Single-Family Attached	1940s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000043
Multi-Family with 2 - 4 Units	1940s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000067
Multi-Family with 5+ Units	1940s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000149
Mobile Home	1940s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1950s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000913
Single-Family Attached	1950s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000090
Multi-Family with 2 - 4 Units	1950s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000141
Multi-Family with 5+ Units	1950s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000313
Mobile Home	1950s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1960s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000924
Single-Family Attached	1960s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000091
Multi-Family with 2 - 4 Units	1960s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000143
Multi-Family with 5+ Units	1960s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000317
Mobile Home	1960s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1970s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.001320
Single-Family Attached	1970s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000130
Multi-Family with 2 - 4 Units	1970s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000204
Multi-Family with 5+ Units	1970s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000453
Mobile Home	1970s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1980s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.001157
Single-Family Attached	1980s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000114
Multi-Family with 2 - 4 Units	1980s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000179
Multi-Family with 5+ Units	1980s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000397
Mobile Home	1980s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1990s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.001215
Single-Family Attached	1990s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000119
Multi-Family with 2 - 4 Units	1990s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000188
Multi-Family with 5+ Units	1990s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000416
Mobile Home	1990s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	2000s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.001238
Single-Family Attached	2000s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000122
Multi-Family with 2 - 4 Units	2000s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000192
Multi-Family with 5+ Units	2000s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000425
Mobile Home	2000s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	2010s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000281
Single-Family Attached	2010s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000028
Multi-Family with 2 - 4 Units	2010s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000044
Multi-Family with 5+ Units	2010s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000096
Mobile Home	2010s	CR06	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	<1940	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.004015
Single-Family Attached	<1940	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000395
Multi-Family with 2 - 4 Units	<1940	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000621
Multi-Family with 5+ Units	<1940	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.001377
Mobile Home	<1940	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1940s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.001607
Single-Family Attached	1940s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000158
Multi-Family with 2 - 4 Units	1940s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000249
Multi-Family with 5+ Units	1940s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000551
Mobile Home	1940s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1950s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.003389
Single-Family Attached	1950s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000333
Multi-Family with 2 - 4 Units	1950s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000524
Multi-Family with 5+ Units	1950s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.001162
Mobile Home	1950s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1960s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.003430
Single-Family Attached	1960s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000337
Multi-Family with 2 - 4 Units	1960s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000531
Multi-Family with 5+ Units	1960s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.001176
Mobile Home	1960s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1970s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.004897
Single-Family Attached	1970s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000482
Multi-Family with 2 - 4 Units	1970s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000758
Multi-Family with 5+ Units	1970s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.001679
Mobile Home	1970s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1980s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.004293
Single-Family Attached	1980s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000422
Multi-Family with 2 - 4 Units	1980s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000664
Multi-Family with 5+ Units	1980s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.001472
Mobile Home	1980s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	1990s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.004508
Single-Family Attached	1990s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000443
Multi-Family with 2 - 4 Units	1990s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000697
Multi-Family with 5+ Units	1990s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.001546
Mobile Home	1990s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
Single-Family Detached	2000s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.004595
Single-Family Attached	2000s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000452
Multi-Family with 2 - 4 Units	2000s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000711
Multi-Family with 5+ Units	2000s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.001576
Mobile Home	2000s	CR07	Slab	0.000000	0.000000	0.000000	1.000000	0.000000
