Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
GA, 04100	Multi-Family with 2 - 4 Units	2020s	0.854609	0.000000	0.135935	0.006029	0.000000	0.003427
GA, 04100	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
GA, 04100	Single-Family Attached	2020s	0.943408	0.000000	0.056592	0.000000	0.000000	0.000000
GA, 04100	Single-Family Detached	2020s	0.904492	0.000000	0.086902	0.000000	0.002939	0.005667
GA, 04200	Mobile Home	2020s	0.942771	0.000000	0.018976	0.030120	0.000000	0.008132
GA, 04200	Multi-Family with 2 - 4 Units	2020s	0.854609	0.000000	0.135935	0.006029	0.000000	0.003427
GA, 04200	Multi-Family with 5+ Units	2020s	0.918996	0.000032	0.072967	0.003389	0.000000	0.004617
GA, 04200	Single-Family Attached	2020s	0.614185	0.000000	0.370368	0.002340	0.001170	0.011936
GA, 04200	Single-Family Detached	2020s	0.901782	0.000000	0.000000	0.000000	0.000000	0.098218
GA, 04300	Mobile Home	2020s	0.897961	0.000000	0.037659	0.006949	0.025076	0.032357
GA, 04300	Multi-Family with 2 - 4 Units	2020s	0.854609	0.000000	0.135935	0.006029	0.000000	0.003427
GA, 04300	Multi-Family with 5+ Units	2020s	0.918996	0.000032	0.072967	0.003389	0.000000	0.004617
GA, 04300	Single-Family Attached	2020s	0.614185	0.000000	0.370368	0.002340	0.001170	0.011936
GA, 04300	Single-Family Detached	2020s	0.611284	0.000000	0.365369	0.000000	0.023346	0.000000
GA, 04400	Mobile Home	2020s	0.897961	0.000000	0.037659	0.006949	0.025076	0.032357
GA, 04400	Multi-Family with 2 - 4 Units	2020s	0.854609	0.000000	0.135935	0.006029	0.000000	0.003427
GA, 04400	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
GA, 04400	Single-Family Attached	2020s	0.614185	0.000000	0.370368	0.002340	0.001170	0.011936
GA, 04400	Single-Family Detached	2020s	0.272637	0.000000	0.714668	0.000000	0.000000	0.012694
GA, 04500	Mobile Home	2020s	0.897961	0.000000	0.037659	0.006949	0.025076	0.032357
GA, 04500	Multi-Family with 2 - 4 Units	2020s	0.854609	0.000000	0.135935	0.006029	0.000000	0.003427
GA, 04500	Multi-Family with 5+ Units	2020s	0.918996	0.000032	0.072967	0.003389	0.000000	0.004617
GA, 04500	Single-Family Attached	2020s	0.614185	0.000000	0.370368	0.002340	0.001170	0.011936
GA, 04500	Single-Family Detached	2020s	0.503247	0.000000	0.474546	0.000000	0.000000	0.022207
GA, 04600	Mobile Home	2020s	0.897961	0.000000	0.037659	0.006949	0.025076	0.032357
GA, 04600	Multi-Family with 2 - 4 Units	2020s	0.854609	0.000000	0.135935	0.006029	0.000000	0.003427
GA, 04600	Multi-Family with 5+ Units	2020s	0.855074	0.000000	0.139632	0.000000	0.000000	0.005294
GA, 04600	Single-Family Attached	2020s	0.614185	0.000000	0.370368	0.002340	0.001170	0.011936
GA, 04600	Single-Family Detached	2020s	0.720689	0.000000	0.279311	0.000000	0.000000	0.000000
GA, 05001	Mobile Home	2020s	0.897961	0.000000	0.037659	0.006949	0.025076	0.032357
GA, 05001	Multi-Family with 2 - 4 Units	2020s	0.854609	0.000000	0.135935	0.006029	0.000000	0.003427
GA, 05001	Multi-Family with 5+ Units	2020s	0.918996	0.000032	0.072967	0.003389	0.000000	0.004617
GA, 05001	Single-Family Attached	2020s	0.614185	0.000000	0.370368	0.002340	0.001170	0.011936
GA, 05001	Single-Family Detached	2020s	0.765500	0.000000	0.207000	0.027500	0.000000	0.000000
GA, 05002	Mobile Home	2020s	0.897961	0.000000	0.037659	0.006949	0.025076	0.032357
GA, 05002	Multi-Family with 2 - 4 Units	2020s	0.854609	0.000000	0.135935	0.006029	0.000000	0.003427
GA, 05002	Multi-Family with 5+ Units	2020s	0.918996	0.000032	0.072967	0.003389	0.000000	0.004617
GA, 05002	Single-Family Attached	2020s	0.614185	0.000000	0.370368	0.002340	0.001170	0.011936
GA, 05002	Single-Family Detached	2020s	0.663909	0.000000	0.304511	0.000000	0.000000	0.031579
GA, 06001	Mobile Home	2020s	0.897961	0.000000	0.037659	0.006949	0.025076	0.032357
GA, 06001	Multi-Family with 2 - 4 Units	2020s	0.854609	0.000000	0.135935	0.006029	0.000000	0.003427
GA, 06001	Multi-Family with 5+ Units	2020s	0.918996	0.000032	0.072967	0.003389	0.000000	0.004617
GA, 06001	Single-Family Attached	2020s	0.614185	0.000000	0.370368	0.002340	0.001170	0.011936
GA, 06001	Single-Family Detached	2020s	0.654975	0.000000	0.332545	0.000000	0.000000	0.012479
GA, 06002	Mobile Home	2020s	0.897961	0.000000	0.037659	0.006949	0.025076	0.032357
GA, 06002	Multi-Family with 2 - 4 Units	2020s	0.854609	0.000000	0.135935	0.006029	0.000000	0.003427
GA, 06002	Multi-Family with 5+ Units	2020s	0.918996	0.000032	0.072967	0.003389	0.000000	0.004617
GA, 06002	Single-Family Attached	2020s	0.614185	0.000000	0.370368	0.002340	0.001170	0.011936
GA, 06002	Single-Family Detached	2020s	0.428442	0.000000	0.531818	0.000000	0.000000	0.039740
IA, 00100	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 00100	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 00100	Multi-Family with 5+ Units	2020s	0.623362	0.000268	0.341971	0.005915	0.013309	0.015176
IA, 00100	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 00100	Single-Family Detached	2020s	0.381702	0.000000	0.422670	0.039813	0.073380	0.082435
IA, 00200	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 00200	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 00200	Multi-Family with 5+ Units	2020s	0.677377	0.000000	0.322623	0.000000	0.000000	0.000000
IA, 00200	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 00200	Single-Family Detached	2020s	0.152154	0.000000	0.352332	0.135215	0.056464	0.303833
IA, 00400	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 00400	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 00400	Multi-Family with 5+ Units	2020s	0.623362	0.000268	0.341971	0.005915	0.013309	0.015176
IA, 00400	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 00400	Single-Family Detached	2020s	0.167464	0.000000	0.306324	0.000000	0.095442	0.430769
IA, 00500	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 00500	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 00500	Multi-Family with 5+ Units	2020s	0.270303	0.000000	0.627878	0.000000	0.000000	0.101819
IA, 00500	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 00500	Single-Family Detached	2020s	0.301073	0.000000	0.698927	0.000000	0.000000	0.000000
IA, 00600	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 00600	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 00600	Multi-Family with 5+ Units	2020s	0.845162	0.000000	0.154838	0.000000	0.000000	0.000000
IA, 00600	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 00600	Single-Family Detached	2020s	0.352467	0.000000	0.294888	0.078475	0.127803	0.146367
IA, 00700	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 00700	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 00700	Multi-Family with 5+ Units	2020s	0.498199	0.000000	0.298010	0.059242	0.144550	0.000000
IA, 00700	Single-Family Attached	2020s	0.111279	0.000000	0.850806	0.000000	0.037915	0.000000
IA, 00700	Single-Family Detached	2020s	0.204390	0.000000	0.536439	0.036394	0.046473	0.176305
IA, 00800	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 00800	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 00800	Multi-Family with 5+ Units	2020s	0.623362	0.000268	0.341971	0.005915	0.013309	0.015176
IA, 00800	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 00800	Single-Family Detached	2020s	0.213679	0.000000	0.426321	0.000000	0.092382	0.267617
IA, 00900	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 00900	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 00900	Multi-Family with 5+ Units	2020s	0.676495	0.000000	0.235862	0.056034	0.031609	0.000000
IA, 00900	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 00900	Single-Family Detached	2020s	0.202023	0.000000	0.688941	0.000000	0.057647	0.051388
IA, 01000	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 01000	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 01000	Multi-Family with 5+ Units	2020s	0.660351	0.000000	0.339649	0.000000	0.000000	0.000000
IA, 01000	Single-Family Attached	2020s	0.209903	0.000000	0.790097	0.000000	0.000000	0.000000
IA, 01000	Single-Family Detached	2020s	0.229020	0.000000	0.651294	0.032799	0.041711	0.045177
IA, 01100	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 01100	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 01100	Multi-Family with 5+ Units	2020s	0.519579	0.000000	0.480421	0.000000	0.000000	0.000000
IA, 01100	Single-Family Attached	2020s	0.222675	0.000000	0.737364	0.000000	0.000000	0.039960
IA, 01100	Single-Family Detached	2020s	0.348839	0.000000	0.494593	0.030945	0.091748	0.033876
IA, 01200	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 01200	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 01200	Multi-Family with 5+ Units	2020s	0.623362	0.000268	0.341971	0.005915	0.013309	0.015176
IA, 01200	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 01200	Single-Family Detached	2020s	0.259563	0.000000	0.266899	0.050946	0.084425	0.338166
IA, 01300	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 01300	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 01300	Multi-Family with 5+ Units	2020s	0.494299	0.000000	0.487559	0.000000	0.000000	0.018142
IA, 01300	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 01300	Single-Family Detached	2020s	0.091645	0.000000	0.808101	0.000000	0.000000	0.100253
IA, 01400	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 01400	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 01400	Multi-Family with 5+ Units	2020s	0.623362	0.000268	0.341971	0.005915	0.013309	0.015176
IA, 01400	Single-Family Attached	2020s	0.385490	0.000000	0.545298	0.069212	0.000000	0.000000
IA, 01400	Single-Family Detached	2020s	0.421755	0.000000	0.378948	0.010234	0.024854	0.164211
IA, 01500	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 01500	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 01500	Multi-Family with 5+ Units	2020s	0.633322	0.000000	0.340371	0.000000	0.000000	0.026307
IA, 01500	Single-Family Attached	2020s	0.416119	0.000000	0.583881	0.000000	0.000000	0.000000
IA, 01500	Single-Family Detached	2020s	0.282352	0.000000	0.658584	0.001659	0.041298	0.016106
IA, 01600	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 01600	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 01600	Multi-Family with 5+ Units	2020s	0.589702	0.000000	0.410298	0.000000	0.000000	0.000000
IA, 01600	Single-Family Attached	2020s	0.386154	0.000000	0.613846	0.000000	0.000000	0.000000
IA, 01600	Single-Family Detached	2020s	0.160966	0.000000	0.824653	0.000000	0.014381	0.000000
IA, 01700	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 01700	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 01700	Multi-Family with 5+ Units	2020s	0.944764	0.000000	0.055236	0.000000	0.000000	0.000000
IA, 01700	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 01700	Single-Family Detached	2020s	0.521260	0.000000	0.478740	0.000000	0.000000	0.000000
IA, 01800	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 01800	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 01800	Multi-Family with 5+ Units	2020s	0.623362	0.000268	0.341971	0.005915	0.013309	0.015176
IA, 01800	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 01800	Single-Family Detached	2020s	0.316179	0.000000	0.106030	0.000000	0.188060	0.389731
IA, 01900	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 01900	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 01900	Multi-Family with 5+ Units	2020s	0.623362	0.000268	0.341971	0.005915	0.013309	0.015176
IA, 01900	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 01900	Single-Family Detached	2020s	0.571235	0.002714	0.268548	0.033921	0.055631	0.067951
IA, 02000	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 02000	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 02000	Multi-Family with 5+ Units	2020s	0.623362	0.000268	0.341971	0.005915	0.013309	0.015176
IA, 02000	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 02000	Single-Family Detached	2020s	0.687003	0.000000	0.279387	0.000000	0.000000	0.033611
IA, 02100	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 02100	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 02100	Multi-Family with 5+ Units	2020s	0.623362	0.000268	0.341971	0.005915	0.013309	0.015176
IA, 02100	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 02100	Single-Family Detached	2020s	0.410806	0.000000	0.491429	0.010989	0.015568	0.071209
IA, 02200	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 02200	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 02200	Multi-Family with 5+ Units	2020s	0.623362	0.000268	0.341971	0.005915	0.013309	0.015176
IA, 02200	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 02200	Single-Family Detached	2020s	0.283030	0.000000	0.145417	0.019255	0.128370	0.423928
IA, 02300	Mobile Home	2020s	0.193827	0.002607	0.614601	0.031960	0.000000	0.157006
IA, 02300	Multi-Family with 2 - 4 Units	2020s	0.403675	0.000000	0.559387	0.000000	0.004594	0.032343
IA, 02300	Multi-Family with 5+ Units	2020s	0.623362	0.000268	0.341971	0.005915	0.013309	0.015176
IA, 02300	Single-Family Attached	2020s	0.308484	0.000000	0.671738	0.005278	0.004368	0.010133
IA, 02300	Single-Family Detached	2020s	0.333115	0.000000	0.389508	0.000000	0.049180	0.228197
ID, 00100	Mobile Home	2020s	0.859665	0.000000	0.097462	0.000000	0.016199	0.026674
ID, 00100	Multi-Family with 2 - 4 Units	2020s	0.790606	0.000000	0.209394	0.000000	0.000000	0.000000
ID, 00100	Multi-Family with 5+ Units	2020s	0.890878	0.000000	0.109122	0.000000	0.000000	0.000000
ID, 00100	Single-Family Attached	2020s	0.385332	0.000000	0.566542	0.000000	0.026767	0.021360
ID, 00100	Single-Family Detached	2020s	0.452530	0.000000	0.250215	0.000000	0.242196	0.055059
ID, 00200	Mobile Home	2020s	0.859665	0.000000	0.097462	0.000000	0.016199	0.026674
ID, 00200	Multi-Family with 2 - 4 Units	2020s	0.790606	0.000000	0.209394	0.000000	0.000000	0.000000
ID, 00200	Multi-Family with 5+ Units	2020s	0.878940	0.000000	0.089640	0.000000	0.000000	0.031420
ID, 00200	Single-Family Attached	2020s	0.385332	0.000000	0.566542	0.000000	0.026767	0.021360
ID, 00200	Single-Family Detached	2020s	0.296436	0.000000	0.643219	0.007884	0.036582	0.015878
ID, 00300	Mobile Home	2020s	0.718902	0.000000	0.000000	0.000000	0.060976	0.220122
ID, 00300	Multi-Family with 2 - 4 Units	2020s	0.790606	0.000000	0.209394	0.000000	0.000000	0.000000
ID, 00300	Multi-Family with 5+ Units	2020s	0.736017	0.000000	0.249372	0.000000	0.000000	0.014612
ID, 00300	Single-Family Attached	2020s	0.385332	0.000000	0.566542	0.000000	0.026767	0.021360
ID, 00300	Single-Family Detached	2020s	0.427618	0.000000	0.243786	0.000000	0.275029	0.053567
ID, 00400	Mobile Home	2020s	0.859665	0.000000	0.097462	0.000000	0.016199	0.026674
ID, 00400	Multi-Family with 2 - 4 Units	2020s	0.790606	0.000000	0.209394	0.000000	0.000000	0.000000
ID, 00400	Multi-Family with 5+ Units	2020s	0.736017	0.000000	0.249372	0.000000	0.000000	0.014612
ID, 00400	Single-Family Attached	2020s	0.385332	0.000000	0.566542	0.000000	0.026767	0.021360
ID, 00400	Single-Family Detached	2020s	0.150603	0.000000	0.780466	0.008039	0.034164	0.026728
ID, 00500	Mobile Home	2020s	0.859665	0.000000	0.097462	0.000000	0.016199	0.026674
ID, 00500	Multi-Family with 2 - 4 Units	2020s	0.790606	0.000000	0.209394	0.000000	0.000000	0.000000
ID, 00500	Multi-Family with 5+ Units	2020s	0.736017	0.000000	0.249372	0.000000	0.000000	0.014612
ID, 00500	Single-Family Attached	2020s	0.385332	0.000000	0.566542	0.000000	0.026767	0.021360
ID, 00500	Single-Family Detached	2020s	0.375587	0.000000	0.582786	0.000000	0.000000	0.041627
ID, 00600	Mobile Home	2020s	0.859665	0.000000	0.097462	0.000000	0.016199	0.026674
ID, 00600	Multi-Family with 2 - 4 Units	2020s	0.790606	0.000000	0.209394	0.000000	0.000000	0.000000
ID, 00600	Multi-Family with 5+ Units	2020s	0.736017	0.000000	0.249372	0.000000	0.000000	0.014612
ID, 00600	Single-Family Attached	2020s	0.385332	0.000000	0.566542	0.000000	0.026767	0.021360
ID, 00600	Single-Family Detached	2020s	0.103774	0.000000	0.896226	0.000000	0.000000	0.000000
ID, 00701	Mobile Home	2020s	0.859665	0.000000	0.097462	0.000000	0.016199	0.026674
ID, 00701	Multi-Family with 2 - 4 Units	2020s	0.790606	0.000000	0.209394	0.000000	0.000000	0.000000
ID, 00701	Multi-Family with 5+ Units	2020s	0.736017	0.000000	0.249372	0.000000	0.000000	0.014612
ID, 00701	Single-Family Attached	2020s	0.385332	0.000000	0.566542	0.000000	0.026767	0.021360
ID, 00701	Single-Family Detached	2020s	0.137766	0.000000	0.852393	0.000000	0.000000	0.009840
ID, 00702	Mobile Home	2020s	0.859665	0.000000	0.097462	0.000000	0.016199	0.026674
ID, 00702	Multi-Family with 2 - 4 Units	2020s	0.790606	0.000000	0.209394	0.000000	0.000000	0.000000
ID, 00702	Multi-Family with 5+ Units	2020s	0.736017	0.000000	0.249372	0.000000	0.000000	0.014612
ID, 00702	Single-Family Attached	2020s	0.385332	0.000000	0.566542	0.000000	0.026767	0.021360
ID, 00702	Single-Family Detached	2020s	0.189775	0.000000	0.810225	0.000000	0.000000	0.000000
ID, 00800	Mobile Home	2020s	0.859665	0.000000	0.097462	0.000000	0.016199	0.026674
ID, 00800	Multi-Family with 2 - 4 Units	2020s	0.790606	0.000000	0.209394	0.000000	0.000000	0.000000
ID, 00800	Multi-Family with 5+ Units	2020s	0.946598	0.000000	0.053402	0.000000	0.000000	0.000000
ID, 00800	Single-Family Attached	2020s	0.385332	0.000000	0.566542	0.000000	0.026767	0.021360
ID, 00800	Single-Family Detached	2020s	0.155640	0.000000	0.836134	0.000000	0.008226	0.000000
ID, 00900	Mobile Home	2020s	0.859665	0.000000	0.097462	0.000000	0.016199	0.026674
ID, 00900	Multi-Family with 2 - 4 Units	2020s	0.790606	0.000000	0.209394	0.000000	0.000000	0.000000
ID, 00900	Multi-Family with 5+ Units	2020s	0.736017	0.000000	0.249372	0.000000	0.000000	0.014612
ID, 00900	Single-Family Attached	2020s	0.385332	0.000000	0.566542	0.000000	0.026767	0.021360
ID, 00900	Single-Family Detached	2020s	0.392534	0.000000	0.545274	0.000000	0.007534	0.054657
ID, 01000	Mobile Home	2020s	0.859665	0.000000	0.097462	0.000000	0.016199	0.026674
ID, 01000	Multi-Family with 2 - 4 Units	2020s	0.790606	0.000000	0.209394	0.000000	0.000000	0.000000
ID, 01000	Multi-Family with 5+ Units	2020s	0.736017	0.000000	0.249372	0.000000	0.000000	0.014612
ID, 01000	Single-Family Attached	2020s	0.385332	0.000000	0.566542	0.000000	0.026767	0.021360
ID, 01000	Single-Family Detached	2020s	0.560862	0.000000	0.386441	0.000000	0.000000	0.052696
ID, 01100	Mobile Home	2020s	0.859665	0.000000	0.097462	0.000000	0.016199	0.026674
ID, 01100	Multi-Family with 2 - 4 Units	2020s	0.790606	0.000000	0.209394	0.000000	0.000000	0.000000
ID, 01100	Multi-Family with 5+ Units	2020s	0.738180	0.000000	0.261820	0.000000	0.000000	0.000000
ID, 01100	Single-Family Attached	2020s	0.385332	0.000000	0.566542	0.000000	0.026767	0.021360
