Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=<1940	sample_count	sample_weight
AL, 01700	50 or more Unit	0.070158	0.000000	0.172416	0.332883	0.147993	0.000000	0.117751	0.064902	0.093897	0.000000	0.000000
AL, 01700	Mobile Home	0.000000	0.000708	0.028467	0.106770	0.193027	0.390669	0.219413	0.059270	0.001677	0.000000	0.000000
AL, 01700	Single-Family Attached	0.015782	0.002630	0.279425	0.337523	0.129266	0.012311	0.074065	0.000000	0.148997	0.000000	0.000000
AL, 01700	Single-Family Detached	0.061039	0.096776	0.162004	0.226137	0.110007	0.120038	0.087820	0.020039	0.116140	0.000000	0.000000
AL, 01800	10 to 19 Unit	0.000000	0.030703	0.000000	0.000000	0.334915	0.069375	0.484174	0.080833	0.000000	0.000000	0.000000
AL, 01800	2 Unit	0.054085	0.021972	0.234938	0.080361	0.176068	0.140578	0.189806	0.036339	0.065852	0.000000	0.000000
AL, 01800	20 to 49 Unit	0.000000	0.000000	0.000000	0.168107	0.000000	0.106320	0.725573	0.000000	0.000000	0.000000	0.000000
AL, 01800	3 or 4 Unit	0.067723	0.025154	0.234868	0.272750	0.119251	0.065430	0.214824	0.000000	0.000000	0.000000	0.000000
AL, 01800	5 to 9 Unit	0.000000	0.000000	0.093436	0.106684	0.158411	0.302545	0.084311	0.254613	0.000000	0.000000	0.000000
AL, 01800	50 or more Unit	0.000000	0.061989	0.000000	0.000000	0.272460	0.049719	0.055840	0.559992	0.000000	0.000000	0.000000
AL, 01800	Mobile Home	0.000000	0.002504	0.027639	0.087189	0.205571	0.409816	0.197549	0.067254	0.002478	0.000000	0.000000
AL, 01800	Single-Family Attached	0.000000	0.000000	0.163472	0.295640	0.156320	0.016552	0.215909	0.111853	0.040254	0.000000	0.000000
AL, 01800	Single-Family Detached	0.060863	0.119365	0.142856	0.200521	0.116467	0.123846	0.101145	0.024360	0.110577	0.000000	0.000000
AL, 01900	10 to 19 Unit	0.006451	0.008503	0.015447	0.074841	0.148920	0.254969	0.323894	0.166975	0.000000	0.000000	0.000000
AL, 01900	2 Unit	0.014668	0.057545	0.053302	0.106884	0.162723	0.289750	0.137573	0.168933	0.008621	0.000000	0.000000
AL, 01900	20 to 49 Unit	0.000000	0.016408	0.018730	0.090372	0.147308	0.221232	0.254377	0.226086	0.025487	0.000000	0.000000
AL, 01900	3 or 4 Unit	0.000000	0.000000	0.104571	0.167545	0.047935	0.148465	0.267128	0.204011	0.060344	0.000000	0.000000
AL, 01900	5 to 9 Unit	0.023330	0.000000	0.051020	0.082908	0.148034	0.263171	0.272867	0.158670	0.000000	0.000000	0.000000
AL, 01900	50 or more Unit	0.013888	0.062495	0.085871	0.184623	0.083122	0.176138	0.098556	0.273832	0.021475	0.000000	0.000000
AL, 01900	Mobile Home	0.000000	0.001675	0.020976	0.111523	0.226416	0.397365	0.175943	0.065314	0.000788	0.000000	0.000000
AL, 01900	Single-Family Attached	0.015637	0.031853	0.070298	0.094108	0.147908	0.213162	0.317754	0.083651	0.025629	0.000000	0.000000
AL, 01900	Single-Family Detached	0.023354	0.060811	0.076555	0.138526	0.099755	0.186801	0.258026	0.122754	0.033419	0.000000	0.000000
AL, 02000	10 to 19 Unit	0.006574	0.013148	0.034827	0.235011	0.104562	0.220274	0.229352	0.138991	0.017260	0.000000	0.000000
AL, 02000	2 Unit	0.054143	0.152875	0.073302	0.106833	0.136492	0.000000	0.124059	0.206359	0.145938	0.000000	0.000000
AL, 02000	20 to 49 Unit	0.035204	0.020482	0.050776	0.259523	0.140058	0.284634	0.145634	0.063689	0.000000	0.000000	0.000000
AL, 02000	3 or 4 Unit	0.049986	0.051898	0.165323	0.157030	0.115683	0.129454	0.131053	0.098603	0.100970	0.000000	0.000000
AL, 02000	5 to 9 Unit	0.021549	0.008322	0.043083	0.207120	0.209057	0.255064	0.202521	0.039893	0.013391	0.000000	0.000000
AL, 02000	50 or more Unit	0.022388	0.044337	0.091574	0.285470	0.133682	0.117746	0.133536	0.130023	0.041244	0.000000	0.000000
AL, 02000	Mobile Home	0.000000	0.008319	0.000000	0.134251	0.178197	0.502813	0.123924	0.047332	0.005164	0.000000	0.000000
AL, 02000	Single-Family Attached	0.115528	0.106039	0.057121	0.184367	0.253412	0.119823	0.075298	0.049464	0.038948	0.000000	0.000000
AL, 02000	Single-Family Detached	0.043994	0.124298	0.131638	0.189262	0.144819	0.140330	0.118147	0.046761	0.060750	0.000000	0.000000
AL, 02100	10 to 19 Unit	0.000000	0.000000	0.067844	0.151107	0.052943	0.126785	0.524807	0.076514	0.000000	0.000000	0.000000
AL, 02100	2 Unit	0.000000	0.071484	0.111025	0.352216	0.093401	0.124535	0.109331	0.081593	0.056415	0.000000	0.000000
AL, 02100	20 to 49 Unit	0.000000	0.000000	0.069590	0.267134	0.000000	0.093306	0.341469	0.228501	0.000000	0.000000	0.000000
AL, 02100	3 or 4 Unit	0.000000	0.103215	0.047177	0.143629	0.070101	0.288928	0.203467	0.138730	0.004753	0.000000	0.000000
AL, 02100	5 to 9 Unit	0.000000	0.000000	0.160696	0.036560	0.182079	0.267356	0.158570	0.153620	0.041120	0.000000	0.000000
AL, 02100	50 or more Unit	0.000000	0.000000	0.000000	0.523688	0.000000	0.000000	0.183127	0.293185	0.000000	0.000000	0.000000
AL, 02100	Mobile Home	0.000000	0.004342	0.011955	0.095640	0.245151	0.380060	0.185168	0.072227	0.005456	0.000000	0.000000
AL, 02100	Single-Family Attached	0.000000	0.059737	0.017293	0.132058	0.069187	0.041246	0.631581	0.000000	0.048899	0.000000	0.000000
AL, 02100	Single-Family Detached	0.035899	0.056283	0.109499	0.167263	0.097737	0.205754	0.214525	0.071729	0.041311	0.000000	0.000000
AL, 02200	10 to 19 Unit	0.000000	0.000000	0.000000	0.184529	0.457808	0.357663	0.000000	0.000000	0.000000	0.000000	0.000000
AL, 02200	2 Unit	0.000000	0.086895	0.092615	0.144816	0.327427	0.134034	0.157113	0.057100	0.000000	0.000000	0.000000
AL, 02200	20 to 49 Unit	0.000000	0.006353	0.106361	0.141815	0.325876	0.245247	0.174349	0.000000	0.000000	0.000000	0.000000
AL, 02200	3 or 4 Unit	0.034947	0.000000	0.052455	0.056888	0.298234	0.479694	0.052730	0.025052	0.000000	0.000000	0.000000
AL, 02200	5 to 9 Unit	0.000000	0.011978	0.093065	0.066849	0.234751	0.415100	0.042595	0.129757	0.005904	0.000000	0.000000
AL, 02200	50 or more Unit	0.000000	0.000000	0.322975	0.000000	0.315711	0.238394	0.036148	0.086772	0.000000	0.000000	0.000000
AL, 02200	Mobile Home	0.003983	0.004204	0.018456	0.085219	0.234287	0.439220	0.176052	0.035829	0.002750	0.000000	0.000000
AL, 02200	Single-Family Attached	0.013562	0.000000	0.333506	0.123079	0.150398	0.365834	0.013620	0.000000	0.000000	0.000000	0.000000
AL, 02200	Single-Family Detached	0.044892	0.100648	0.140130	0.196152	0.178274	0.158943	0.095639	0.029304	0.056018	0.000000	0.000000
AL, 02300	10 to 19 Unit	0.000000	0.195683	0.096067	0.227068	0.024014	0.306179	0.000000	0.000000	0.150989	0.000000	0.000000
AL, 02300	2 Unit	0.044349	0.092457	0.104854	0.201823	0.149577	0.333838	0.020812	0.034355	0.017934	0.000000	0.000000
AL, 02300	20 to 49 Unit	0.000000	0.000000	0.000000	0.098426	0.154652	0.000000	0.480862	0.266059	0.000000	0.000000	0.000000
AL, 02300	3 or 4 Unit	0.046728	0.031930	0.049825	0.151109	0.311066	0.258286	0.090171	0.060885	0.000000	0.000000	0.000000
AL, 02300	5 to 9 Unit	0.046033	0.018309	0.047183	0.217259	0.217235	0.159155	0.231733	0.054108	0.008986	0.000000	0.000000
AL, 02300	50 or more Unit	0.000000	0.000000	0.000000	0.074121	0.089166	0.343927	0.416911	0.000000	0.075876	0.000000	0.000000
AL, 02300	Mobile Home	0.000932	0.000699	0.016380	0.114661	0.194530	0.429196	0.173719	0.067801	0.002082	0.000000	0.000000
AL, 02300	Single-Family Attached	0.016556	0.044494	0.039525	0.084862	0.074350	0.184713	0.456292	0.082107	0.017101	0.000000	0.000000
AL, 02300	Single-Family Detached	0.047175	0.099311	0.137128	0.194712	0.131827	0.131647	0.129329	0.051162	0.077707	0.000000	0.000000
AL, 02400	10 to 19 Unit	0.032154	0.029043	0.020813	0.132226	0.084891	0.305355	0.123400	0.272117	0.000000	0.000000	0.000000
AL, 02400	2 Unit	0.052971	0.108816	0.103238	0.257854	0.183083	0.141451	0.069252	0.037850	0.045486	0.000000	0.000000
AL, 02400	20 to 49 Unit	0.000000	0.000000	0.073201	0.226259	0.094120	0.018365	0.191637	0.396418	0.000000	0.000000	0.000000
AL, 02400	3 or 4 Unit	0.039724	0.063352	0.132177	0.166130	0.236347	0.262701	0.056858	0.035815	0.006897	0.000000	0.000000
AL, 02400	5 to 9 Unit	0.033204	0.028991	0.107048	0.219068	0.154067	0.177373	0.083903	0.181844	0.014504	0.000000	0.000000
AL, 02400	50 or more Unit	0.000000	0.000000	0.093190	0.359448	0.148107	0.113663	0.180630	0.104962	0.000000	0.000000	0.000000
AL, 02400	Mobile Home	0.001728	0.004478	0.045569	0.099282	0.264797	0.388570	0.140222	0.054669	0.000684	0.000000	0.000000
AL, 02400	Single-Family Attached	0.000000	0.085829	0.102317	0.141808	0.135970	0.132392	0.252087	0.044063	0.105535	0.000000	0.000000
AL, 02400	Single-Family Detached	0.058333	0.112445	0.129870	0.166345	0.106302	0.118871	0.132292	0.095701	0.079842	0.000000	0.000000
AL, 02500	10 to 19 Unit	0.026816	0.037741	0.008950	0.294220	0.168211	0.169243	0.203045	0.091775	0.000000	0.000000	0.000000
AL, 02500	2 Unit	0.048535	0.135805	0.123005	0.274921	0.143046	0.162928	0.058807	0.014178	0.038776	0.000000	0.000000
AL, 02500	20 to 49 Unit	0.000000	0.059564	0.022364	0.125582	0.066650	0.098389	0.129200	0.494912	0.003339	0.000000	0.000000
AL, 02500	3 or 4 Unit	0.070738	0.106852	0.130000	0.189968	0.170210	0.135394	0.093501	0.077288	0.026050	0.000000	0.000000
AL, 02500	5 to 9 Unit	0.038041	0.086384	0.092838	0.315559	0.196395	0.130930	0.076820	0.047149	0.015885	0.000000	0.000000
AL, 02500	50 or more Unit	0.011713	0.020080	0.058428	0.229941	0.161692	0.259055	0.070776	0.173682	0.014635	0.000000	0.000000
AL, 02500	Mobile Home	0.001036	0.003599	0.014746	0.075296	0.223044	0.436889	0.193837	0.047999	0.003554	0.000000	0.000000
AL, 02500	Single-Family Attached	0.008214	0.140451	0.102896	0.142995	0.290473	0.153242	0.063378	0.042245	0.056107	0.000000	0.000000
AL, 02500	Single-Family Detached	0.035786	0.101663	0.134275	0.208668	0.129026	0.122128	0.163280	0.057466	0.047708	0.000000	0.000000
AL, 02600	10 to 19 Unit	0.000000	0.000000	0.000000	0.018067	0.124077	0.388774	0.401918	0.067163	0.000000	0.000000	0.000000
AL, 02600	2 Unit	0.000000	0.117593	0.048239	0.105667	0.224796	0.280246	0.206935	0.016525	0.000000	0.000000	0.000000
AL, 02600	20 to 49 Unit	0.000000	0.000000	0.039121	0.013413	0.205639	0.261789	0.314106	0.165932	0.000000	0.000000	0.000000
AL, 02600	3 or 4 Unit	0.000000	0.000000	0.051374	0.127301	0.308054	0.275030	0.174213	0.041008	0.023021	0.000000	0.000000
AL, 02600	5 to 9 Unit	0.000000	0.000000	0.033152	0.067112	0.128187	0.339722	0.337174	0.094654	0.000000	0.000000	0.000000
AL, 02600	50 or more Unit	0.000000	0.000000	0.000000	0.078282	0.248247	0.197175	0.382330	0.093966	0.000000	0.000000	0.000000
AL, 02600	Mobile Home	0.000916	0.005088	0.004630	0.108401	0.251760	0.349209	0.200463	0.075740	0.003792	0.000000	0.000000
AL, 02600	Single-Family Attached	0.000000	0.033365	0.000000	0.099438	0.316840	0.243240	0.157726	0.149392	0.000000	0.000000	0.000000
AL, 02600	Single-Family Detached	0.020029	0.042736	0.070581	0.107970	0.108094	0.213972	0.291165	0.116495	0.028959	0.000000	0.000000
AL, 02701	10 to 19 Unit	0.003987	0.004177	0.023152	0.189734	0.226386	0.251106	0.163860	0.134169	0.003428	0.000000	0.000000
AL, 02701	2 Unit	0.063891	0.089079	0.264311	0.121193	0.188029	0.098224	0.008836	0.144701	0.021737	0.000000	0.000000
AL, 02701	20 to 49 Unit	0.000000	0.008339	0.126754	0.097821	0.279352	0.047617	0.167416	0.268391	0.004309	0.000000	0.000000
AL, 02701	3 or 4 Unit	0.050211	0.089696	0.235531	0.166976	0.201745	0.111038	0.092326	0.010017	0.042459	0.000000	0.000000
AL, 02701	5 to 9 Unit	0.010085	0.034685	0.078615	0.126329	0.369595	0.203120	0.134336	0.036213	0.007023	0.000000	0.000000
AL, 02701	50 or more Unit	0.013629	0.015834	0.081661	0.225312	0.273300	0.111243	0.212963	0.057177	0.008883	0.000000	0.000000
AL, 02701	Mobile Home	0.000000	0.000000	0.015641	0.205563	0.059081	0.526354	0.134793	0.052797	0.005772	0.000000	0.000000
AL, 02701	Single-Family Attached	0.019524	0.024482	0.076569	0.049223	0.093060	0.067320	0.088153	0.554188	0.027483	0.000000	0.000000
AL, 02701	Single-Family Detached	0.050413	0.119595	0.235634	0.147481	0.158394	0.100467	0.119671	0.026782	0.041563	0.000000	0.000000
AL, 02702	10 to 19 Unit	0.000000	0.104341	0.038526	0.257642	0.160753	0.261070	0.082896	0.094772	0.000000	0.000000	0.000000
AL, 02702	2 Unit	0.000000	0.000000	0.078304	0.150735	0.332219	0.113733	0.000000	0.062556	0.262454	0.000000	0.000000
AL, 02702	20 to 49 Unit	0.000000	0.026697	0.024951	0.242023	0.219982	0.178656	0.095725	0.211968	0.000000	0.000000	0.000000
AL, 02702	3 or 4 Unit	0.000000	0.035137	0.055417	0.250402	0.270654	0.196910	0.163485	0.027995	0.000000	0.000000	0.000000
AL, 02702	5 to 9 Unit	0.005142	0.070888	0.029693	0.316501	0.281048	0.084760	0.139462	0.072506	0.000000	0.000000	0.000000
AL, 02702	50 or more Unit	0.000000	0.053468	0.027177	0.126682	0.222500	0.245287	0.258607	0.066279	0.000000	0.000000	0.000000
AL, 02702	Mobile Home	0.000000	0.000000	0.000000	0.221204	0.025733	0.559701	0.134793	0.052797	0.005772	0.000000	0.000000
AL, 02702	Single-Family Attached	0.000000	0.000000	0.095288	0.218032	0.306822	0.223897	0.088222	0.000000	0.067738	0.000000	0.000000
AL, 02702	Single-Family Detached	0.034830	0.132779	0.164822	0.208358	0.153360	0.096279	0.118869	0.050228	0.040475	0.000000	0.000000
AL, 02703	10 to 19 Unit	0.000000	0.000000	0.000000	0.401816	0.079838	0.302132	0.120713	0.095501	0.000000	0.000000	0.000000
AL, 02703	2 Unit	0.070098	0.168234	0.050342	0.075513	0.250830	0.138389	0.246595	0.000000	0.000000	0.000000	0.000000
AL, 02703	20 to 49 Unit	0.040213	0.000000	0.000000	0.404313	0.351462	0.053753	0.150259	0.000000	0.000000	0.000000	0.000000
AL, 02703	3 or 4 Unit	0.000000	0.030502	0.143949	0.275381	0.134414	0.120076	0.131843	0.066919	0.096915	0.000000	0.000000
AL, 02703	5 to 9 Unit	0.000000	0.079889	0.028687	0.196279	0.356252	0.159967	0.101165	0.077762	0.000000	0.000000	0.000000
AL, 02703	50 or more Unit	0.000000	0.062985	0.000000	0.151855	0.238700	0.175787	0.094303	0.276370	0.000000	0.000000	0.000000
AL, 02703	Mobile Home	0.000000	0.000000	0.022092	0.199111	0.203340	0.382094	0.134793	0.052797	0.005772	0.000000	0.000000
AL, 02703	Single-Family Attached	0.209272	0.100761	0.225521	0.075174	0.278474	0.068353	0.042446	0.000000	0.000000	0.000000	0.000000
AL, 02703	Single-Family Detached	0.038836	0.124993	0.113045	0.259457	0.123014	0.131135	0.118736	0.049601	0.041184	0.000000	0.000000
AR, 00100	10 to 19 Unit	0.006615	0.005027	0.012049	0.030477	0.252697	0.362432	0.251643	0.079060	0.000000	0.000000	0.000000
AR, 00100	2 Unit	0.000000	0.054218	0.026169	0.154396	0.212517	0.291563	0.150474	0.095430	0.015233	0.000000	0.000000
AR, 00100	20 to 49 Unit	0.000000	0.000000	0.073073	0.113523	0.162830	0.148615	0.192938	0.309022	0.000000	0.000000	0.000000
AR, 00100	3 or 4 Unit	0.006022	0.024087	0.050312	0.158617	0.291358	0.238868	0.181229	0.027682	0.021825	0.000000	0.000000
AR, 00100	5 to 9 Unit	0.023207	0.005707	0.025138	0.062504	0.187390	0.288991	0.241528	0.158565	0.006971	0.000000	0.000000
AR, 00100	50 or more Unit	0.000000	0.000000	0.030694	0.069346	0.142985	0.270208	0.391172	0.095594	0.000000	0.000000	0.000000
AR, 00100	Mobile Home	0.000000	0.014758	0.054774	0.183220	0.218736	0.300121	0.136332	0.092059	0.000000	0.000000	0.000000
AR, 00100	Single-Family Attached	0.024542	0.009544	0.022749	0.053880	0.176041	0.314359	0.263835	0.132514	0.002536	0.000000	0.000000
AR, 00100	Single-Family Detached	0.019207	0.024838	0.049098	0.118612	0.134319	0.215515	0.287361	0.123783	0.027268	0.000000	0.000000
AR, 00200	10 to 19 Unit	0.003797	0.015676	0.010676	0.089788	0.123403	0.351844	0.335833	0.068047	0.000936	0.000000	0.000000
AR, 00200	2 Unit	0.003718	0.013138	0.003601	0.146551	0.256039	0.290498	0.211047	0.019399	0.056007	0.000000	0.000000
AR, 00200	20 to 49 Unit	0.000000	0.000000	0.009684	0.071017	0.133029	0.274980	0.271029	0.222269	0.017992	0.000000	0.000000
AR, 00200	3 or 4 Unit	0.000000	0.035661	0.075595	0.092675	0.190036	0.326900	0.187752	0.061571	0.029809	0.000000	0.000000
AR, 00200	5 to 9 Unit	0.012183	0.003344	0.025629	0.190885	0.172074	0.291217	0.230421	0.050100	0.024146	0.000000	0.000000
AR, 00200	50 or more Unit	0.000000	0.010008	0.000000	0.132352	0.178467	0.196735	0.118205	0.335897	0.028335	0.000000	0.000000
AR, 00200	Mobile Home	0.006686	0.006686	0.011476	0.168316	0.238640	0.283896	0.215701	0.049529	0.019069	0.000000	0.000000
AR, 00200	Single-Family Attached	0.017889	0.020870	0.016144	0.109953	0.165399	0.333459	0.264129	0.063354	0.008803	0.000000	0.000000
AR, 00200	Single-Family Detached	0.023698	0.052276	0.094714	0.137704	0.118610	0.190719	0.236404	0.094557	0.051317	0.000000	0.000000
AR, 00300	10 to 19 Unit	0.000000	0.000000	0.105959	0.059890	0.251119	0.537047	0.045985	0.000000	0.000000	0.000000	0.000000
AR, 00300	2 Unit	0.033667	0.041148	0.143142	0.228419	0.090403	0.207105	0.124366	0.103493	0.028258	0.000000	0.000000
AR, 00300	20 to 49 Unit	0.000000	0.000000	0.070192	0.143309	0.146794	0.272280	0.228904	0.078822	0.059699	0.000000	0.000000
AR, 00300	3 or 4 Unit	0.005656	0.113120	0.064469	0.375301	0.106245	0.167755	0.097154	0.050362	0.019939	0.000000	0.000000
AR, 00300	5 to 9 Unit	0.000000	0.000000	0.064652	0.097612	0.202171	0.357135	0.250201	0.000000	0.028229	0.000000	0.000000
AR, 00300	50 or more Unit	0.000000	0.000000	0.050642	0.349891	0.286980	0.193805	0.000000	0.118682	0.000000	0.000000	0.000000
AR, 00300	Mobile Home	0.000000	0.000826	0.039086	0.165177	0.179823	0.386607	0.188019	0.038220	0.002241	0.000000	0.000000
AR, 00300	Single-Family Attached	0.000000	0.010674	0.131095	0.234810	0.152149	0.126791	0.258255	0.071590	0.014635	0.000000	0.000000
AR, 00300	Single-Family Detached	0.039349	0.054431	0.085836	0.226989	0.132180	0.177796	0.174293	0.036358	0.072768	0.000000	0.000000
AR, 00400	10 to 19 Unit	0.098483	0.037878	0.161870	0.312703	0.144779	0.080433	0.101346	0.062509	0.000000	0.000000	0.000000
AR, 00400	2 Unit	0.000000	0.000000	0.118096	0.114327	0.188155	0.270559	0.182156	0.111309	0.015399	0.000000	0.000000
AR, 00400	20 to 49 Unit	0.000000	0.005501	0.017098	0.034195	0.324749	0.535018	0.018592	0.064846	0.000000	0.000000	0.000000
AR, 00400	3 or 4 Unit	0.001805	0.028431	0.116591	0.077143	0.368947	0.149496	0.136634	0.119161	0.001791	0.000000	0.000000
AR, 00400	5 to 9 Unit	0.021225	0.008740	0.116414	0.308012	0.320804	0.058328	0.028131	0.138345	0.000000	0.000000	0.000000
AR, 00400	50 or more Unit	0.000000	0.000000	0.000000	0.213487	0.273224	0.387067	0.037748	0.088474	0.000000	0.000000	0.000000
AR, 00400	Mobile Home	0.000000	0.004485	0.027495	0.149491	0.251619	0.276513	0.217094	0.070248	0.003055	0.000000	0.000000
AR, 00400	Single-Family Attached	0.000000	0.000000	0.300673	0.329905	0.192441	0.088296	0.088685	0.000000	0.000000	0.000000	0.000000
AR, 00400	Single-Family Detached	0.039430	0.052856	0.095242	0.255935	0.155737	0.162678	0.145767	0.046476	0.045878	0.000000	0.000000
AR, 00500	10 to 19 Unit	0.026148	0.000000	0.024107	0.167144	0.067059	0.304374	0.158922	0.244553	0.007694	0.000000	0.000000
AR, 00500	2 Unit	0.021615	0.041138	0.088583	0.131482	0.177896	0.188336	0.100396	0.233961	0.016595	0.000000	0.000000
AR, 00500	20 to 49 Unit	0.000000	0.020040	0.050502	0.177372	0.216044	0.233586	0.236389	0.058206	0.007862	0.000000	0.000000
AR, 00500	3 or 4 Unit	0.006338	0.012676	0.080728	0.113495	0.129281	0.185548	0.072866	0.377678	0.021391	0.000000	0.000000
AR, 00500	5 to 9 Unit	0.023567	0.065848	0.065907	0.303503	0.131181	0.159410	0.111333	0.139252	0.000000	0.000000	0.000000
AR, 00500	50 or more Unit	0.000000	0.000000	0.163728	0.231477	0.126955	0.257295	0.132958	0.087588	0.000000	0.000000	0.000000
AR, 00500	Mobile Home	0.000000	0.008596	0.027469	0.136358	0.213279	0.330634	0.235391	0.040913	0.007360	0.000000	0.000000
AR, 00500	Single-Family Attached	0.100673	0.034209	0.063873	0.092505	0.287380	0.135964	0.105245	0.076042	0.104109	0.000000	0.000000
AR, 00500	Single-Family Detached	0.033208	0.071131	0.112013	0.216577	0.135714	0.160004	0.140230	0.077832	0.053291	0.000000	0.000000
AR, 00600	10 to 19 Unit	0.000000	0.018971	0.052094	0.078845	0.296429	0.148214	0.260405	0.000000	0.145042	0.000000	0.000000
AR, 00600	2 Unit	0.065393	0.145154	0.177803	0.103241	0.126864	0.170298	0.092410	0.025338	0.093499	0.000000	0.000000
AR, 00600	20 to 49 Unit	0.023514	0.073902	0.245316	0.254291	0.058321	0.099145	0.245512	0.000000	0.000000	0.000000	0.000000
AR, 00600	3 or 4 Unit	0.008300	0.011412	0.151992	0.158922	0.198133	0.204437	0.203710	0.029100	0.033994	0.000000	0.000000
AR, 00600	5 to 9 Unit	0.014955	0.053837	0.174740	0.110278	0.087757	0.232116	0.162481	0.163836	0.000000	0.000000	0.000000
AR, 00600	50 or more Unit	0.000000	0.000000	0.112405	0.000000	0.088493	0.231768	0.158861	0.408473	0.000000	0.000000	0.000000
AR, 00600	Mobile Home	0.000000	0.024270	0.036394	0.088263	0.258615	0.299351	0.266985	0.022826	0.003296	0.000000	0.000000
AR, 00600	Single-Family Attached	0.240798	0.023741	0.147560	0.234129	0.044995	0.158554	0.133698	0.000000	0.016527	0.000000	0.000000
AR, 00600	Single-Family Detached	0.047681	0.098294	0.159257	0.209052	0.160776	0.130434	0.116495	0.040475	0.037536	0.000000	0.000000
AR, 00700	10 to 19 Unit	0.000000	0.000000	0.069871	0.250712	0.235432	0.273340	0.170646	0.000000	0.000000	0.000000	0.000000
AR, 00700	2 Unit	0.063241	0.065460	0.265575	0.212460	0.138753	0.175110	0.030924	0.026006	0.022472	0.000000	0.000000
AR, 00700	20 to 49 Unit	0.000000	0.097579	0.000000	0.076817	0.340275	0.149162	0.226367	0.000000	0.109800	0.000000	0.000000
